     80.7866           1           2          64         100           0     2.57992
     81.6007           1           2          64         100           0     2.57992
     68.6272           1           2          64         100           0     2.57992
     147.506           1           2          64         100           0     2.57992
     10.0957          46           2           8         100           0     22.0762
     8.71524           1           2          12         100           0    -1.53831
     17.9694           1           2          12         100           0    -1.53831
     6.21344           1           2          12         100           0    -1.53831
     13.6246           1           2          12         100           0    -1.53831
     13.4022           1           2          12         100           0    -1.53831
     59.5513           2           2          12         100 9.02662e-05    0.763652
     4.66481           6           2          12         100           0    -1.53831
     4.66199           6           2          12         100           0    -1.53831
     4.69351           6           2          12         100           0    -1.53831
     4.74056           6           2          12         100           0    -1.53831
     18.1068           1           2          12         100           0    -1.53831
      5.1063           6           2          12         100           0    -1.53831
     46.2722           1           2          12         100           0    -1.53831
     11.6309           1           2          12         100           0    -1.53831
     49.5042          86           2          12         100  -0.0812316     12.3557
     66.6085           1           2          64         100           0     2.57992
     58.5234           1           2          64         100           0     2.57992
     96.5093           1           2          64         100           0     2.57992
     85.1113           1           2          64         100           0     2.57992
     169.698           6           2          64         100           0     2.57992
     126.356           6           2          64         100           0     2.57992
     133.903           6           2          64         100           0   0.0245929
     119.616           6           2          64         100           0     4.23872
     136.875           1           2          64         100           0     2.10261
     38.9517           1           2          64         100           0     2.10261
     32.0392           1           2          64         100           0     2.10261
     76.6277           6           2          64         100           0     2.10261
       80.24           6           2          64         100           0   0.0212037
     75.2718           6           2          64         100           0     2.04443
     87.4914           6           2          64         100           0     1.86722
     14.3488           3           2          40         100           0     1.96635
     33.7282           3           2          48         100           0     1.97856
     60.3479           3           2          56         100           0     2.01351
     95.4662           3           2          64         100           0     2.04443
     140.388           3           2          72         100           0     2.06325
     196.348           3           2          80         100           0     2.07506
     264.644           3           2          88         100           0      2.0841
     346.891           3           2          96         100           0     2.09157
     563.002           3           2         104         100           0     2.09765
     219.486           3           2         112         100           0     2.10259
    0.238344           3           2         120         100           0     2.10663
     37.6076           3           2          64         100           0     2.04443
     12.3621           3           2          32         100           0     13109.7
     31.7012           3           2          40         100           0       13109
     59.5751           3           2          48         100           0     13190.4
     12.3087           3           2          32         100           0     13109.7
     51.7962           3           2          64         100           0     13629.5
