-200           -200           0              
-196.825       -200           -7.77156e-16   
-193.651       -200           -7.77156e-16   
-190.476       -200           -7.77156e-16   
-187.302       -200           -7.77156e-16   
-184.127       -200           -7.77156e-16   
-180.952       -200           -7.77156e-16   
-177.778       -200           -7.77156e-16   
-174.603       -200           -7.77156e-16   
-171.429       -200           -7.77156e-16   
-168.254       -200           -7.77156e-16   
-165.079       -200           -7.77156e-16   
-161.905       -200           -7.77156e-16   
-158.73        -200           -7.77156e-16   
-155.556       -200           -7.77156e-16   
-152.381       -200           -7.77156e-16   
-149.206       -200           -7.77156e-16   
-146.032       -200           -7.77156e-16   
-142.857       -200           -7.77156e-16   
-139.683       -200           -7.77156e-16   
-136.508       -200           -7.77156e-16   
-133.333       -200           -7.77156e-16   
-130.159       -200           -7.77156e-16   
-126.984       -200           -7.77156e-16   
-123.81        -200           -7.77156e-16   
-120.635       -200           -7.77156e-16   
-117.46        -200           -7.77156e-16   
-114.286       -200           -7.77156e-16   
-111.111       -200           -7.77156e-16   
-107.937       -200           -7.77156e-16   
-104.762       -200           -7.77156e-16   
-101.587       -200           -7.77156e-16   
-98.4127       -200           -7.77156e-16   
-95.2381       -200           -7.77156e-16   
-92.0635       -200           -7.77156e-16   
-88.8889       -200           -7.77156e-16   
-85.7143       -200           -7.77156e-16   
-82.5397       -200           -7.77156e-16   
-79.3651       -200           -7.77156e-16   
-76.1905       -200           -7.77156e-16   
-73.0159       -200           -7.77156e-16   
-69.8413       -200           -7.77156e-16   
-66.6667       -200           -7.77156e-16   
-63.4921       -200           -7.77156e-16   
-60.3175       -200           -7.77156e-16   
-57.1429       -200           -7.77156e-16   
-53.9683       -200           -7.77156e-16   
-50.7937       -200           -7.77156e-16   
-47.619        -200           -7.77156e-16   
-44.4444       -200           -7.77156e-16   
-41.2698       -200           -7.77156e-16   
-38.0952       -200           -7.77156e-16   
-34.9206       -200           -7.77156e-16   
-31.746        -200           -7.77156e-16   
-28.5714       -200           -7.77156e-16   
-25.3968       -200           -7.77156e-16   
-22.2222       -200           -7.77156e-16   
-19.0476       -200           -7.77156e-16   
-15.873        -200           -7.77156e-16   
-12.6984       -200           -7.77156e-16   
-9.52381       -200           -7.77156e-16   
-6.34921       -200           -7.77156e-16   
-3.1746        -200           -7.77156e-16   
0              -200           0              
-200           -193.651       0              
-196.825       -193.651       -7.77156e-16   
-193.651       -193.651       -7.77156e-16   
-190.476       -193.651       -7.77156e-16   
-187.302       -193.651       -7.77156e-16   
-184.127       -193.651       -7.77156e-16   
-180.952       -193.651       -7.77156e-16   
-177.778       -193.651       -7.77156e-16   
-174.603       -193.651       -7.77156e-16   
-171.429       -193.651       -7.77156e-16   
-168.254       -193.651       -7.77156e-16   
-165.079       -193.651       -7.77156e-16   
-161.905       -193.651       -7.77156e-16   
-158.73        -193.651       -7.77156e-16   
-155.556       -193.651       -7.77156e-16   
-152.381       -193.651       -7.77156e-16   
-149.206       -193.651       -7.77156e-16   
-146.032       -193.651       -7.77156e-16   
-142.857       -193.651       -7.77156e-16   
-139.683       -193.651       -7.77156e-16   
-136.508       -193.651       -7.77156e-16   
-133.333       -193.651       -7.77156e-16   
-130.159       -193.651       -7.77156e-16   
-126.984       -193.651       -7.77156e-16   
-123.81        -193.651       -7.77156e-16   
-120.635       -193.651       -7.77156e-16   
-117.46        -193.651       -7.77156e-16   
-114.286       -193.651       -7.77156e-16   
-111.111       -193.651       -7.77156e-16   
-107.937       -193.651       -7.77156e-16   
-104.762       -193.651       -7.77156e-16   
-101.587       -193.651       -7.77156e-16   
-98.4127       -193.651       -7.77156e-16   
-95.2381       -193.651       -7.77156e-16   
-92.0635       -193.651       -7.77156e-16   
-88.8889       -193.651       -7.77156e-16   
-85.7143       -193.651       -7.77156e-16   
-82.5397       -193.651       -7.77156e-16   
-79.3651       -193.651       -7.77156e-16   
-76.1905       -193.651       -7.77156e-16   
-73.0159       -193.651       -7.77156e-16   
-69.8413       -193.651       -7.77156e-16   
-66.6667       -193.651       -7.77156e-16   
-63.4921       -193.651       -7.77156e-16   
-60.3175       -193.651       -7.77156e-16   
-57.1429       -193.651       -7.77156e-16   
-53.9683       -193.651       -7.77156e-16   
-50.7937       -193.651       -7.77156e-16   
-47.619        -193.651       -7.77156e-16   
-44.4444       -193.651       -7.77156e-16   
-41.2698       -193.651       -7.77156e-16   
-38.0952       -193.651       -7.77156e-16   
-34.9206       -193.651       -7.77156e-16   
-31.746        -193.651       -7.77156e-16   
-28.5714       -193.651       -7.77156e-16   
-25.3968       -193.651       -7.77156e-16   
-22.2222       -193.651       -7.77156e-16   
-19.0476       -193.651       -7.77156e-16   
-15.873        -193.651       -7.77156e-16   
